method,n,seed,instance,status,objective,gap_%,time_s,n_items,n_truck,n_drone,n_rendv,profit,rental,arrival,W_final,W_capacity,W_actual,evals,time_to_best_s,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,truck_route_node_ids,drone_arc_node_ids,W_sequence
VNS,100,6,bench_100_4,ok,-60522.2853,,1200.0001,96,88,8,10,82170.0,142692.2853,1962.755,96447.0,227504.0,100464.0,7537442,1196.589,"[51, 50, 62, 63, 47, 48, 49, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 12, 21, 46, 45, 44, 43, 31, 32, 22, 23, 24, 25, 27, 26, 28, 37, 36, 29, 30, 35, 33, 42, 41, 40, 39, 69, 68, 38, 67, 66, 65, 64, 70, 71, 72, 73, 74, 75, 76, 58, 57, 56, 59, 55, 54, 53, 97, 96, 95, 94, 79, 77, 78, 80, 82, 81, 84, 83, 85, 86, 87, 89, 88, 90, 91, 92, 93, 100, 2, 101, 6, 52, 7, 3, 60, 4, 5, 99]","[51, 50, 62, 63, 47, 48, 49, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 12, 21, 46, 45, 44, 43, 31, 32, 22, 23, 24, 25, 27, 26, 28, 37, 36, 29, 30, 35, 33, 42, 41, 40, 39, 69, 68, 38, 67, 66, 65, 64, 70, 71, 72, 73, 74, 75, 76, 58, 57, 56, 59, 55, 54, 53, 97, 96, 95, 94, 79, 77, 78, 80, 82, 81, 84, 83, 85, 86, 87, 89, 88, 90, 91, 92, 93, 100, 2, 101]","[6, 52, 7, 3, 60, 4, 5, 99]","[51, 61, 55, 53, 95, 82, 87, 92, 2, 1]","[1, 51, 50, 62, 61, 63, 47, 48, 49, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 12, 21, 46, 45, 44, 43, 31, 32, 22, 23, 24, 25, 27, 26, 28, 37, 36, 29, 30, 35, 34, 33, 42, 41, 40, 39, 69, 68, 38, 67, 66, 65, 64, 70, 71, 72, 73, 74, 75, 76, 58, 57, 56, 59, 55, 54, 53, 97, 96, 95, 94, 79, 77, 78, 80, 82, 81, 84, 83, 85, 86, 87, 89, 88, 90, 91, 92, 93, 100, 2, 101, 1]","[(1, 98), (98, 51), (51, 8), (8, 61), (61, 6), (6, 55), (55, 52), (52, 53), (53, 7), (7, 95), (95, 3), (3, 82), (82, 60), (60, 87), (87, 4), (4, 92), (92, 5), (5, 2), (2, 99), (99, 1)]","[(1, 0.0), (51, 0.0), (50, 1006.0), (62, 2011.0), (61, 3014.0), (63, 3014.0), (47, 4015.0), (48, 5018.0), (49, 6021.0), (9, 7027.0), (10, 8030.0), (11, 9030.0), (13, 10032.0), (14, 11040.0), (15, 12049.0), (16, 13055.0), (17, 14064.0), (18, 15071.0), (19, 16076.0), (20, 17083.0), (12, 18083.0), (21, 19087.0), (46, 20088.0), (45, 21090.0), (44, 22096.0), (43, 23103.0), (31, 24111.0), (32, 25118.0), (22, 26124.0), (23, 27128.0), (24, 28137.0), (25, 29144.0), (27, 30151.0), (26, 31153.0), (28, 32160.0), (37, 33160.0), (36, 34162.0), (29, 35167.0), (30, 36168.0), (35, 37168.0), (34, 38173.0), (33, 38173.0), (42, 39177.0), (41, 40182.0), (40, 41188.0), (39, 42188.0), (69, 43195.0), (68, 44203.0), (38, 45207.0), (67, 46211.0), (66, 47213.0), (65, 48217.0), (64, 49225.0), (70, 50230.0), (71, 51230.0), (72, 52233.0), (73, 53239.0), (74, 54248.0), (75, 55257.0), (76, 56259.0), (58, 57266.0), (57, 58272.0), (56, 59272.0), (59, 60274.0), (55, 61282.0), (54, 63291.0), (53, 64298.0), (97, 66308.0), (96, 67310.0), (95, 68319.0), (94, 70328.0), (79, 71335.0), (77, 72342.0), (78, 73345.0), (80, 74349.0), (82, 75351.0), (81, 77362.0), (84, 78367.0), (83, 79370.0), (85, 80379.0), (86, 81383.0), (87, 82383.0), (89, 84391.0), (88, 85395.0), (90, 86398.0), (91, 87406.0), (92, 88407.0), (93, 90415.0), (100, 91420.0), (2, 92425.0), (101, 94440.0), (1, 95440.0)]"
VNS,100,2,bench_100_5,ok,-60613.0895,,1201.1378,97,87,10,10,81264.0,141877.0895,1951.5418,97422.0,227504.0,100427.0,6767999,1201.1376,"[6, 97, 90, 91, 92, 83, 76, 77, 78, 75, 55, 54, 96, 9, 10, 53, 51, 52, 59, 49, 50, 12, 13, 15, 14, 19, 20, 18, 17, 21, 22, 16, 24, 23, 26, 25, 27, 28, 29, 40, 39, 38, 41, 42, 37, 31, 30, 32, 33, 34, 36, 35, 48, 47, 46, 45, 44, 43, 63, 62, 64, 61, 58, 60, 57, 65, 66, 67, 68, 69, 71, 70, 72, 74, 56, 73, 79, 80, 81, 82, 84, 85, 86, 87, 89, 101, 3, 8, 11, 93, 94, 4, 2, 88, 100, 99, 5]","[6, 97, 90, 91, 92, 83, 76, 77, 78, 75, 55, 54, 96, 9, 10, 53, 51, 52, 59, 49, 50, 12, 13, 15, 14, 19, 20, 18, 17, 21, 22, 16, 24, 23, 26, 25, 27, 28, 29, 40, 39, 38, 41, 42, 37, 31, 30, 32, 33, 34, 36, 35, 48, 47, 46, 45, 44, 43, 63, 62, 64, 61, 58, 60, 57, 65, 66, 67, 68, 69, 71, 70, 72, 74, 56, 73, 79, 80, 81, 82, 84, 85, 86, 87, 89, 101, 3]","[8, 11, 93, 94, 4, 2, 88, 100, 99, 5]","[65, 71, 56, 79, 84, 87, 89, 101, 3, 1]","[1, 6, 7, 97, 98, 90, 91, 92, 83, 76, 77, 78, 75, 55, 54, 95, 96, 9, 10, 53, 51, 52, 59, 49, 50, 12, 13, 15, 14, 19, 20, 18, 17, 21, 22, 16, 24, 23, 26, 25, 27, 28, 29, 40, 39, 38, 41, 42, 37, 31, 30, 32, 33, 34, 36, 35, 48, 47, 46, 45, 44, 43, 63, 62, 64, 61, 58, 60, 57, 65, 66, 67, 68, 69, 71, 70, 72, 74, 56, 73, 79, 80, 81, 82, 84, 85, 86, 87, 89, 101, 3, 1]","[(1, 8), (8, 65), (65, 11), (11, 71), (71, 93), (93, 56), (56, 94), (94, 79), (79, 4), (4, 84), (84, 2), (2, 87), (87, 88), (88, 89), (89, 100), (100, 101), (101, 99), (99, 3), (3, 5), (5, 1)]","[(1, 0.0), (6, 0.0), (7, 1001.0), (97, 1001.0), (98, 2006.0), (90, 2006.0), (91, 3011.0), (92, 4014.0), (83, 5020.0), (76, 6025.0), (77, 7027.0), (78, 8029.0), (75, 9033.0), (55, 10036.0), (54, 11036.0), (95, 12041.0), (96, 12041.0), (9, 13045.0), (10, 14049.0), (53, 15053.0), (51, 16059.0), (52, 17068.0), (59, 18075.0), (49, 19084.0), (50, 20087.0), (12, 21094.0), (13, 22096.0), (15, 23104.0), (14, 24106.0), (19, 25113.0), (20, 26119.0), (18, 27126.0), (17, 28135.0), (21, 29143.0), (22, 30150.0), (16, 31153.0), (24, 32155.0), (23, 33160.0), (26, 34164.0), (25, 35168.0), (27, 36171.0), (28, 37178.0), (29, 38180.0), (40, 39180.0), (39, 40182.0), (38, 41184.0), (41, 42189.0), (42, 43194.0), (37, 44203.0), (31, 45206.0), (30, 46207.0), (32, 47212.0), (33, 48212.0), (34, 49221.0), (36, 50222.0), (35, 51226.0), (48, 52232.0), (47, 53234.0), (46, 54240.0), (45, 55245.0), (44, 56247.0), (43, 57256.0), (63, 58256.0), (62, 59261.0), (64, 60264.0), (61, 61266.0), (58, 62270.0), (60, 63272.0), (57, 64276.0), (65, 65283.0), (66, 67291.0), (67, 68300.0), (68, 69303.0), (69, 70307.0), (71, 71311.0), (70, 73326.0), (72, 74330.0), (74, 75334.0), (56, 76338.0), (73, 78351.0), (79, 79353.0), (80, 81360.0), (81, 82363.0), (82, 83363.0), (84, 84364.0), (85, 86372.0), (86, 87380.0), (87, 88388.0), (89, 90390.0), (101, 92398.0), (3, 94403.0), (1, 96416.0)]"
VNS,100,6,bench_100_5,ok,-57464.2997,,1200.9124,98,88,10,10,82148.0,139612.2997,1920.3893,98423.0,227504.0,100427.0,6420475,800.963,"[99, 97, 9, 10, 53, 52, 51, 11, 50, 12, 13, 15, 14, 19, 20, 18, 17, 21, 22, 16, 24, 23, 26, 25, 27, 28, 33, 32, 31, 30, 29, 40, 39, 38, 41, 37, 42, 43, 44, 45, 46, 36, 34, 35, 47, 48, 49, 59, 60, 58, 65, 57, 66, 67, 61, 64, 62, 63, 69, 71, 70, 72, 74, 73, 56, 55, 54, 95, 93, 90, 91, 92, 83, 76, 75, 78, 77, 79, 80, 81, 82, 84, 85, 86, 87, 89, 88, 2, 6, 8, 7, 101, 5, 96, 94, 4, 100, 3]","[99, 97, 9, 10, 53, 52, 51, 11, 50, 12, 13, 15, 14, 19, 20, 18, 17, 21, 22, 16, 24, 23, 26, 25, 27, 28, 33, 32, 31, 30, 29, 40, 39, 38, 41, 37, 42, 43, 44, 45, 46, 36, 34, 35, 47, 48, 49, 59, 60, 58, 65, 57, 66, 67, 61, 64, 62, 63, 69, 71, 70, 72, 74, 73, 56, 55, 54, 95, 93, 90, 91, 92, 83, 76, 75, 78, 77, 79, 80, 81, 82, 84, 85, 86, 87, 89, 88, 2]","[6, 8, 7, 101, 5, 96, 94, 4, 100, 3]","[72, 95, 93, 91, 75, 79, 85, 89, 2, 1]","[1, 99, 98, 97, 9, 10, 53, 52, 51, 11, 50, 12, 13, 15, 14, 19, 20, 18, 17, 21, 22, 16, 24, 23, 26, 25, 27, 28, 33, 32, 31, 30, 29, 40, 39, 38, 41, 37, 42, 43, 44, 45, 46, 36, 34, 35, 47, 48, 49, 59, 60, 58, 65, 57, 66, 67, 68, 61, 64, 62, 63, 69, 71, 70, 72, 74, 73, 56, 55, 54, 95, 93, 90, 91, 92, 83, 76, 75, 78, 77, 79, 80, 81, 82, 84, 85, 86, 87, 89, 88, 2, 1]","[(1, 6), (6, 72), (72, 8), (8, 95), (95, 7), (7, 93), (93, 101), (101, 91), (91, 5), (5, 75), (75, 96), (96, 79), (79, 94), (94, 85), (85, 4), (4, 89), (89, 100), (100, 2), (2, 3), (3, 1)]","[(1, 0.0), (99, 0.0), (98, 1007.0), (97, 1007.0), (9, 2012.0), (10, 3016.0), (53, 4020.0), (52, 5026.0), (51, 6033.0), (11, 7042.0), (50, 8051.0), (12, 9058.0), (13, 10060.0), (15, 11068.0), (14, 12070.0), (19, 13077.0), (20, 14083.0), (18, 15090.0), (17, 16099.0), (21, 17107.0), (22, 18114.0), (16, 19117.0), (24, 20119.0), (23, 21124.0), (26, 22128.0), (25, 23132.0), (27, 24135.0), (28, 25142.0), (33, 26144.0), (32, 27153.0), (31, 28153.0), (30, 29154.0), (29, 30159.0), (40, 31159.0), (39, 32161.0), (38, 33163.0), (41, 34168.0), (37, 35173.0), (42, 36176.0), (43, 37185.0), (44, 38185.0), (45, 39194.0), (46, 40196.0), (36, 41201.0), (34, 42205.0), (35, 43206.0), (47, 44212.0), (48, 45218.0), (49, 46220.0), (59, 47223.0), (60, 48232.0), (58, 49236.0), (65, 50238.0), (57, 51245.0), (66, 52252.0), (67, 53261.0), (68, 54264.0), (61, 54264.0), (64, 55268.0), (62, 56270.0), (63, 57273.0), (69, 58278.0), (71, 59282.0), (70, 60288.0), (72, 61292.0), (74, 63297.0), (73, 64301.0), (56, 65303.0), (55, 66307.0), (54, 67307.0), (95, 68312.0), (93, 70316.0), (90, 72327.0), (91, 73332.0), (92, 75338.0), (83, 76344.0), (76, 77349.0), (75, 78351.0), (78, 80360.0), (77, 81364.0), (79, 82366.0), (80, 84376.0), (81, 85379.0), (82, 86379.0), (84, 87380.0), (85, 88386.0), (86, 90395.0), (87, 91403.0), (89, 92405.0), (88, 94415.0), (2, 95415.0), (1, 97417.0)]"
VNS,5,1,bench_5_1,ok,-30367.6626,81.5667,10.0001,2,1,1,3,1944.0,32311.6626,444.452,2006.0,11375.0,5015.0,2347155,0.0057,"[2, 6]",[2],[6],"[2, 5, 1]","[1, 2, 5, 1]","[(1, 4), (4, 2), (2, 3), (3, 5), (5, 6), (6, 1)]","[(1, 0.0), (2, 0.0), (5, 1002.0), (1, 1002.0)]"
VNS,5,3,bench_5_1,ok,-30367.6626,81.5667,10.0001,2,1,1,3,1944.0,32311.6626,444.452,2006.0,11375.0,5015.0,2352175,0.0034,"[2, 6]",[2],[6],"[2, 5, 1]","[1, 2, 5, 1]","[(1, 4), (4, 2), (2, 3), (3, 5), (5, 6), (6, 1)]","[(1, 0.0), (2, 0.0), (5, 1002.0), (1, 1002.0)]"
VNS,5,5,bench_5_1,ok,-30367.6626,81.5667,10.0,2,1,1,3,1944.0,32311.6626,444.452,2006.0,11375.0,5015.0,2330890,0.0038,"[2, 6]",[2],[6],"[2, 5, 1]","[1, 2, 5, 1]","[(1, 4), (4, 2), (2, 3), (3, 5), (5, 6), (6, 1)]","[(1, 0.0), (2, 0.0), (5, 1002.0), (1, 1002.0)]"
VNS,5,9,bench_5_1,ok,-30367.6626,81.5667,10.0001,2,1,1,3,1944.0,32311.6626,444.452,2006.0,11375.0,5015.0,2339912,0.0036,"[2, 6]",[2],[6],"[2, 5, 1]","[1, 2, 5, 1]","[(1, 4), (4, 2), (2, 3), (3, 5), (5, 6), (6, 1)]","[(1, 0.0), (2, 0.0), (5, 1002.0), (1, 1002.0)]"
VNS,5,1,bench_5_2,ok,-35293.6,111.0186,10.0,1,0,1,3,911.0,36204.6,498.0,1004.0,11375.0,5032.0,2431011,6.5262,[5],[],[5],"[2, 4, 1]","[1, 2, 4, 1]","[(1, 6), (6, 2), (2, 3), (3, 4), (4, 5), (5, 1)]","[(1, 0.0), (2, 0.0), (4, 0.0), (1, 0.0)]"
VNS,5,3,bench_5_2,ok,-35349.6,111.3534,10.0001,1,0,1,3,855.0,36204.6,498.0,1006.0,11375.0,5032.0,2426534,0.0067,[6],[],[6],"[4, 2, 1]","[1, 4, 2, 1]","[(1, 5), (5, 4), (4, 3), (3, 2), (2, 6), (6, 1)]","[(1, 0.0), (4, 0.0), (2, 0.0), (1, 0.0)]"
VNS,5,5,bench_5_2,ok,-35349.6,111.3534,10.0001,1,0,1,3,855.0,36204.6,498.0,1006.0,11375.0,5032.0,2441627,0.0053,[6],[],[6],"[4, 2, 1]","[1, 4, 2, 1]","[(1, 5), (5, 4), (4, 3), (3, 2), (2, 6), (6, 1)]","[(1, 0.0), (4, 0.0), (2, 0.0), (1, 0.0)]"
VNS,5,9,bench_5_2,ok,-35349.6,111.3534,10.0,1,0,1,3,855.0,36204.6,498.0,1006.0,11375.0,5032.0,2450084,0.004,[6],[],[6],"[4, 2, 1]","[1, 4, 2, 1]","[(1, 5), (5, 4), (4, 3), (3, 2), (2, 6), (6, 1)]","[(1, 0.0), (4, 0.0), (2, 0.0), (1, 0.0)]"
VNS,5,1,bench_5_3,ok,-27075.2,61.8812,10.0,3,1,2,3,2441.0,29516.2,406.0,3017.0,11375.0,5030.0,2269395,0.0082,"[6, 2, 5]",[6],"[2, 5]","[3, 6, 1]","[1, 3, 6, 1]","[(1, 4), (4, 3), (3, 2), (2, 6), (6, 5), (5, 1)]","[(1, 0.0), (3, 0.0), (6, 0.0), (1, 2009.0)]"
VNS,5,3,bench_5_3,ok,-27075.2,61.8812,10.0,3,1,2,3,2441.0,29516.2,406.0,3017.0,11375.0,5030.0,2289672,0.1078,"[6, 2, 5]",[6],"[2, 5]","[3, 6, 1]","[1, 3, 6, 1]","[(1, 4), (4, 3), (3, 2), (2, 6), (6, 5), (5, 1)]","[(1, 0.0), (3, 0.0), (6, 0.0), (1, 2009.0)]"
VNS,5,5,bench_5_3,ok,-27075.2,61.8812,10.0001,3,1,2,3,2441.0,29516.2,406.0,3017.0,11375.0,5030.0,2280069,0.0137,"[6, 2, 5]",[6],"[2, 5]","[3, 6, 1]","[1, 3, 6, 1]","[(1, 4), (4, 3), (3, 2), (2, 6), (6, 5), (5, 1)]","[(1, 0.0), (3, 0.0), (6, 0.0), (1, 2009.0)]"
VNS,5,9,bench_5_3,ok,-27075.2,61.8812,10.0001,3,1,2,3,2441.0,29516.2,406.0,3017.0,11375.0,5030.0,2276461,0.0651,"[6, 2, 5]",[6],"[2, 5]","[3, 6, 1]","[1, 3, 6, 1]","[(1, 4), (4, 3), (3, 2), (2, 6), (6, 5), (5, 1)]","[(1, 0.0), (3, 0.0), (6, 0.0), (1, 2009.0)]"
VNS,5,1,bench_5_4,ok,-29738.1319,77.8027,10.0,2,0,2,3,1870.0,31608.1319,434.7749,2010.0,11375.0,5025.0,2333269,0.0536,"[3, 6]",[],"[3, 6]","[4, 5, 1]","[1, 4, 5, 1]","[(1, 2), (2, 4), (4, 3), (3, 5), (5, 6), (6, 1)]","[(1, 0.0), (4, 0.0), (5, 0.0), (1, 1003.0)]"
VNS,5,3,bench_5_4,ok,-29738.1319,77.8027,10.0001,2,0,2,3,1870.0,31608.1319,434.7749,2010.0,11375.0,5025.0,2333331,0.0399,"[3, 6]",[],"[3, 6]","[4, 5, 1]","[1, 4, 5, 1]","[(1, 2), (2, 4), (4, 3), (3, 5), (5, 6), (6, 1)]","[(1, 0.0), (4, 0.0), (5, 0.0), (1, 1003.0)]"
VNS,5,5,bench_5_4,ok,-29738.1319,77.8027,10.0001,2,0,2,3,1870.0,31608.1319,434.7749,2010.0,11375.0,5025.0,2332407,0.0266,"[3, 6]",[],"[3, 6]","[4, 5, 1]","[1, 4, 5, 1]","[(1, 2), (2, 4), (4, 3), (3, 5), (5, 6), (6, 1)]","[(1, 0.0), (4, 0.0), (5, 0.0), (1, 1003.0)]"
VNS,5,9,bench_5_4,ok,-29738.1319,77.8027,10.0001,2,0,2,3,1870.0,31608.1319,434.7749,2010.0,11375.0,5025.0,2334168,0.0078,"[3, 6]",[],"[3, 6]","[4, 5, 1]","[1, 4, 5, 1]","[(1, 2), (2, 4), (4, 3), (3, 5), (5, 6), (6, 1)]","[(1, 0.0), (4, 0.0), (5, 0.0), (1, 1003.0)]"
VNS,5,1,bench_5_5,ok,-16725.35,0.0,10.0,5,2,3,3,4394.0,21119.35,290.5,5021.0,11375.0,5021.0,2210557,0.1089,"[6, 2, 5, 3, 4]","[6, 2]","[5, 3, 4]","[6, 2, 1]","[1, 6, 2, 1]","[(1, 5), (5, 6), (6, 3), (3, 2), (2, 4), (4, 1)]","[(1, 0.0), (6, 0.0), (2, 2007.0), (1, 4017.0)]"
VNS,5,3,bench_5_5,ok,-16725.35,0.0,10.0001,5,2,3,3,4394.0,21119.35,290.5,5021.0,11375.0,5021.0,2208136,0.0592,"[6, 2, 5, 3, 4]","[6, 2]","[5, 3, 4]","[6, 2, 1]","[1, 6, 2, 1]","[(1, 5), (5, 6), (6, 3), (3, 2), (2, 4), (4, 1)]","[(1, 0.0), (6, 0.0), (2, 2007.0), (1, 4017.0)]"
VNS,5,5,bench_5_5,ok,-16725.35,0.0,10.0,5,2,3,3,4394.0,21119.35,290.5,5021.0,11375.0,5021.0,2204059,0.0491,"[6, 2, 5, 3, 4]","[6, 2]","[5, 3, 4]","[6, 2, 1]","[1, 6, 2, 1]","[(1, 5), (5, 6), (6, 3), (3, 2), (2, 4), (4, 1)]","[(1, 0.0), (6, 0.0), (2, 2007.0), (1, 4017.0)]"
VNS,5,9,bench_5_5,ok,-16725.35,0.0,10.0,5,2,3,3,4394.0,21119.35,290.5,5021.0,11375.0,5021.0,2203517,0.0129,"[6, 2, 5, 3, 4]","[6, 2]","[5, 3, 4]","[6, 2, 1]","[1, 6, 2, 1]","[(1, 5), (5, 6), (6, 3), (3, 2), (2, 4), (4, 1)]","[(1, 0.0), (6, 0.0), (2, 2007.0), (1, 4017.0)]"
VNS,10,1,bench_10_1,ok,-37643.0869,36.918,30.0001,5,3,2,5,4841.0,42484.0869,584.3753,5011.0,22750.0,10028.0,4626859,1.1476,"[4, 11, 10, 6, 9]","[4, 11, 10]","[6, 9]","[7, 2, 4, 11, 1]","[1, 7, 2, 4, 11, 10, 1]","[(1, 8), (8, 7), (7, 3), (3, 2), (2, 5), (5, 4), (4, 6), (6, 11), (11, 9), (9, 1)]","[(1, 0.0), (7, 0.0), (2, 0.0), (4, 0.0), (11, 1002.0), (10, 3008.0), (1, 4008.0)]"
VNS,10,3,bench_10_1,ok,-37643.0869,36.918,30.0016,5,3,2,5,4841.0,42484.0869,584.3753,5011.0,22750.0,10028.0,4609973,0.7873,"[4, 11, 10, 6, 9]","[4, 11, 10]","[6, 9]","[7, 2, 4, 11, 1]","[1, 7, 2, 4, 11, 10, 1]","[(1, 8), (8, 7), (7, 3), (3, 2), (2, 5), (5, 4), (4, 6), (6, 11), (11, 9), (9, 1)]","[(1, 0.0), (7, 0.0), (2, 0.0), (4, 0.0), (11, 1002.0), (10, 3008.0), (1, 4008.0)]"
VNS,10,5,bench_10_1,ok,-37643.0869,36.918,30.0001,5,3,2,5,4841.0,42484.0869,584.3753,5011.0,22750.0,10028.0,4656236,4.55,"[4, 11, 10, 6, 9]","[4, 11, 10]","[6, 9]","[7, 2, 4, 11, 1]","[1, 7, 2, 4, 11, 10, 1]","[(1, 8), (8, 7), (7, 3), (3, 2), (2, 5), (5, 4), (4, 6), (6, 11), (11, 9), (9, 1)]","[(1, 0.0), (7, 0.0), (2, 0.0), (4, 0.0), (11, 1002.0), (10, 3008.0), (1, 4008.0)]"
VNS,10,7,bench_10_1,ok,-37643.0869,36.918,30.0001,5,3,2,5,4841.0,42484.0869,584.3753,5011.0,22750.0,10028.0,4626597,4.099,"[4, 11, 10, 6, 9]","[4, 11, 10]","[6, 9]","[7, 2, 4, 11, 1]","[1, 7, 2, 4, 11, 10, 1]","[(1, 8), (8, 7), (7, 3), (3, 2), (2, 5), (5, 4), (4, 6), (6, 11), (11, 9), (9, 1)]","[(1, 0.0), (7, 0.0), (2, 0.0), (4, 0.0), (11, 1002.0), (10, 3008.0), (1, 4008.0)]"
VNS,10,1,bench_10_2,ok,-38915.5372,41.5462,30.0,5,2,3,5,4211.0,43126.5372,593.2123,5026.0,22750.0,10050.0,4541322,0.1094,"[5, 2, 6, 9, 11]","[5, 2]","[6, 9, 11]","[10, 4, 3, 2, 1]","[1, 10, 4, 5, 3, 2, 1]","[(1, 7), (7, 10), (10, 8), (8, 4), (4, 6), (6, 3), (3, 9), (9, 2), (2, 11), (11, 1)]","[(1, 0.0), (10, 0.0), (4, 0.0), (5, 0.0), (3, 1009.0), (2, 2010.0), (1, 4020.0)]"
VNS,10,3,bench_10_2,ok,-38915.5372,41.5462,30.0001,5,2,3,5,4211.0,43126.5372,593.2123,5026.0,22750.0,10050.0,4746592,13.5163,"[5, 2, 6, 9, 11]","[5, 2]","[6, 9, 11]","[10, 4, 3, 2, 1]","[1, 10, 4, 5, 3, 2, 1]","[(1, 7), (7, 10), (10, 8), (8, 4), (4, 6), (6, 3), (3, 9), (9, 2), (2, 11), (11, 1)]","[(1, 0.0), (10, 0.0), (4, 0.0), (5, 0.0), (3, 1009.0), (2, 2010.0), (1, 4020.0)]"
VNS,10,5,bench_10_2,ok,-38915.5372,41.5462,30.0001,5,2,3,5,4211.0,43126.5372,593.2123,5026.0,22750.0,10050.0,4678106,1.3879,"[5, 2, 6, 9, 11]","[5, 2]","[6, 9, 11]","[10, 4, 3, 2, 1]","[1, 10, 4, 5, 3, 2, 1]","[(1, 8), (8, 10), (10, 7), (7, 4), (4, 6), (6, 3), (3, 9), (9, 2), (2, 11), (11, 1)]","[(1, 0.0), (10, 0.0), (4, 0.0), (5, 0.0), (3, 1009.0), (2, 2010.0), (1, 4020.0)]"
VNS,10,7,bench_10_2,ok,-38915.5372,41.5462,30.0002,5,2,3,5,4211.0,43126.5372,593.2123,5026.0,22750.0,10050.0,4630510,2.4105,"[5, 2, 6, 9, 11]","[5, 2]","[6, 9, 11]","[10, 4, 3, 2, 1]","[1, 10, 4, 5, 3, 2, 1]","[(1, 8), (8, 10), (10, 7), (7, 4), (4, 6), (6, 3), (3, 9), (9, 2), (2, 11), (11, 1)]","[(1, 0.0), (10, 0.0), (4, 0.0), (5, 0.0), (3, 1009.0), (2, 2010.0), (1, 4020.0)]"
VNS,10,1,bench_10_3,ok,-28382.9589,3.2364,30.0,10,5,5,5,7897.0,36279.9589,499.0366,10056.0,22750.0,10056.0,4873995,1.6111,"[2, 6, 5, 7, 11, 10, 4, 3, 8, 9]","[2, 6, 5, 7, 11]","[10, 4, 3, 8, 9]","[2, 5, 7, 11, 1]","[1, 2, 6, 5, 7, 11, 1]","[(1, 10), (10, 2), (2, 4), (4, 5), (5, 3), (3, 7), (7, 8), (8, 11), (11, 9), (9, 1)]","[(1, 0.0), (2, 0.0), (6, 2010.0), (5, 3016.0), (7, 5033.0), (11, 7049.0), (1, 9056.0)]"
VNS,10,3,bench_10_3,ok,-28382.9589,3.2364,30.0003,10,5,5,5,7897.0,36279.9589,499.0366,10056.0,22750.0,10056.0,4864805,0.594,"[2, 6, 5, 7, 11, 10, 4, 3, 8, 9]","[2, 6, 5, 7, 11]","[10, 4, 3, 8, 9]","[2, 5, 7, 11, 1]","[1, 2, 6, 5, 7, 11, 1]","[(1, 10), (10, 2), (2, 4), (4, 5), (5, 3), (3, 7), (7, 8), (8, 11), (11, 9), (9, 1)]","[(1, 0.0), (2, 0.0), (6, 2010.0), (5, 3016.0), (7, 5033.0), (11, 7049.0), (1, 9056.0)]"
VNS,10,5,bench_10_3,ok,-28382.9589,3.2364,30.0004,10,5,5,5,7897.0,36279.9589,499.0366,10056.0,22750.0,10056.0,4861266,1.1483,"[2, 6, 5, 7, 11, 10, 4, 3, 8, 9]","[2, 6, 5, 7, 11]","[10, 4, 3, 8, 9]","[2, 5, 7, 11, 1]","[1, 2, 6, 5, 7, 11, 1]","[(1, 10), (10, 2), (2, 4), (4, 5), (5, 3), (3, 7), (7, 8), (8, 11), (11, 9), (9, 1)]","[(1, 0.0), (2, 0.0), (6, 2010.0), (5, 3016.0), (7, 5033.0), (11, 7049.0), (1, 9056.0)]"
VNS,10,7,bench_10_3,ok,-28382.9589,3.2364,30.0001,10,5,5,5,7897.0,36279.9589,499.0366,10056.0,22750.0,10056.0,4882673,1.7365,"[2, 6, 5, 7, 11, 10, 4, 3, 8, 9]","[2, 6, 5, 7, 11]","[10, 4, 3, 8, 9]","[2, 5, 7, 11, 1]","[1, 2, 6, 5, 7, 11, 1]","[(1, 10), (10, 2), (2, 4), (4, 5), (5, 3), (3, 7), (7, 8), (8, 11), (11, 9), (9, 1)]","[(1, 0.0), (2, 0.0), (6, 2010.0), (5, 3016.0), (7, 5033.0), (11, 7049.0), (1, 9056.0)]"
VNS,10,1,bench_10_4,ok,-36395.6646,32.3808,30.0002,7,4,3,4,6408.0,42803.6646,588.7712,7031.0,22750.0,10043.0,5049855,3.2141,"[7, 9, 10, 11, 6, 4, 8]","[7, 9, 10, 11]","[6, 4, 8]","[3, 7, 9, 1]","[1, 2, 3, 7, 9, 10, 11, 1]","[(1, 6), (6, 3), (3, 5), (5, 7), (7, 4), (4, 9), (9, 8), (8, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (7, 1000.0), (9, 2003.0), (10, 4019.0), (11, 5023.0), (1, 6030.0)]"
VNS,10,3,bench_10_4,ok,-36395.6646,32.3808,30.0001,7,4,3,4,6408.0,42803.6646,588.7712,7031.0,22750.0,10043.0,5051338,6.3437,"[7, 9, 10, 11, 6, 4, 8]","[7, 9, 10, 11]","[6, 4, 8]","[3, 7, 9, 1]","[1, 2, 3, 7, 9, 10, 11, 1]","[(1, 6), (6, 3), (3, 5), (5, 7), (7, 4), (4, 9), (9, 8), (8, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (7, 1000.0), (9, 2003.0), (10, 4019.0), (11, 5023.0), (1, 6030.0)]"
