method,n,layout,frac,instance,ED,objective,time_s,seed,beam,source
VNS,50,3,f075,ttd300_n50_L3_f075,284.0,-46203.657,750.7316,2,,SA and VNS.csv
SA,50,4,f075,ttd300_n50_L4_f075,281.0,-31414.2605,750.1057,2,,SA and VNS.csv
VNS,50,4,f075,ttd300_n50_L4_f075,281.0,-39613.7795,750.8545,2,,SA and VNS.csv
SA,50,5,f075,ttd300_n50_L5_f075,279.0,-33756.6314,750.1088,2,,SA and VNS.csv
VNS,50,5,f075,ttd300_n50_L5_f075,279.0,-42284.4391,750.0001,2,,SA and VNS.csv
SA,50,1,f100,ttd300_n50_L1_f100,374.0,-29701.0783,750.1029,2,,SA and VNS.csv
VNS,50,1,f100,ttd300_n50_L1_f100,374.0,-33927.1845,750.0001,2,,SA and VNS.csv
SA,50,2,f100,ttd300_n50_L2_f100,343.0,-27439.4625,750.1435,2,,SA and VNS.csv
VNS,50,2,f100,ttd300_n50_L2_f100,343.0,-39756.8076,750.4276,2,,SA and VNS.csv
SA,50,3,f100,ttd300_n50_L3_f100,379.0,-39365.7243,750.1329,2,,SA and VNS.csv
VNS,50,3,f100,ttd300_n50_L3_f100,379.0,-47773.7204,751.0874,2,,SA and VNS.csv
SA,50,4,f100,ttd300_n50_L4_f100,375.0,-31714.0778,750.146,2,,SA and VNS.csv
VNS,50,4,f100,ttd300_n50_L4_f100,375.0,-52240.9272,750.2526,2,,SA and VNS.csv
SA,50,5,f100,ttd300_n50_L5_f100,372.0,-34539.8305,750.1036,2,,SA and VNS.csv
VNS,50,5,f100,ttd300_n50_L5_f100,372.0,-42140.3435,750.1886,2,,SA and VNS.csv
SA,50,1,f025,ttd300_n50_L1_f025,94.0,-45086.1621,750.0611,3,,SA and VNS.csv
VNS,50,1,f025,ttd300_n50_L1_f025,94.0,-46355.4234,750.0001,3,,SA and VNS.csv
SA,50,2,f025,ttd300_n50_L2_f025,86.0,-42050.433,750.0553,3,,SA and VNS.csv
VNS,50,2,f025,ttd300_n50_L2_f025,86.0,-37379.6049,750.0001,3,,SA and VNS.csv
SA,50,3,f025,ttd300_n50_L3_f025,95.0,-54294.9109,750.1143,3,,SA and VNS.csv
VNS,50,3,f025,ttd300_n50_L3_f025,95.0,-53134.2389,750.0001,3,,SA and VNS.csv
SA,50,4,f025,ttd300_n50_L4_f025,94.0,-56276.4881,750.0913,3,,SA and VNS.csv
VNS,50,4,f025,ttd300_n50_L4_f025,94.0,-54495.7329,750.0001,3,,SA and VNS.csv
SA,50,5,f025,ttd300_n50_L5_f025,93.0,-48855.0894,750.0541,3,,SA and VNS.csv
VNS,50,5,f025,ttd300_n50_L5_f025,93.0,-53498.6996,750.0001,3,,SA and VNS.csv
SA,50,1,f050,ttd300_n50_L1_f050,187.0,-28172.3732,750.0941,3,,SA and VNS.csv
VNS,50,1,f050,ttd300_n50_L1_f050,187.0,-38796.0756,750.0001,3,,SA and VNS.csv
SA,50,2,f050,ttd300_n50_L2_f050,172.0,-28081.3872,750.1162,3,,SA and VNS.csv
VNS,50,2,f050,ttd300_n50_L2_f050,172.0,-30454.9955,750.0001,3,,SA and VNS.csv
SA,50,3,f050,ttd300_n50_L3_f050,190.0,-39530.8581,750.0601,3,,SA and VNS.csv
VNS,50,3,f050,ttd300_n50_L3_f050,190.0,-38442.445,750.0001,3,,SA and VNS.csv
SA,50,4,f050,ttd300_n50_L4_f050,188.0,-32066.4218,750.0562,3,,SA and VNS.csv
VNS,50,4,f050,ttd300_n50_L4_f050,188.0,-37172.6539,750.0001,3,,SA and VNS.csv
SA,50,5,f050,ttd300_n50_L5_f050,186.0,-35158.9346,750.0592,3,,SA and VNS.csv
VNS,50,5,f050,ttd300_n50_L5_f050,186.0,-33184.2472,750.0001,3,,SA and VNS.csv
SA,50,1,f075,ttd300_n50_L1_f075,280.0,-26611.9205,750.1338,3,,SA and VNS.csv
VNS,50,1,f075,ttd300_n50_L1_f075,280.0,-38656.0297,750.0937,3,,SA and VNS.csv
SA,50,2,f075,ttd300_n50_L2_f075,257.0,-26101.1917,750.063,3,,SA and VNS.csv
VNS,50,2,f075,ttd300_n50_L2_f075,257.0,-34923.3359,750.2587,3,,SA and VNS.csv
SA,50,3,f075,ttd300_n50_L3_f075,284.0,-39586.9612,750.0952,3,,SA and VNS.csv
VNS,50,3,f075,ttd300_n50_L3_f075,284.0,-48732.5537,750.4406,3,,SA and VNS.csv
SA,50,4,f075,ttd300_n50_L4_f075,281.0,-31903.9422,750.1702,3,,SA and VNS.csv
VNS,50,4,f075,ttd300_n50_L4_f075,281.0,-43125.5474,750.9354,3,,SA and VNS.csv
SA,50,5,f075,ttd300_n50_L5_f075,279.0,-32888.1306,750.0983,3,,SA and VNS.csv
VNS,50,5,f075,ttd300_n50_L5_f075,279.0,-44091.6499,750.6627,3,,SA and VNS.csv
SA,50,1,f100,ttd300_n50_L1_f100,374.0,-30093.8118,750.065,3,,SA and VNS.csv
VNS,50,1,f100,ttd300_n50_L1_f100,374.0,-37115.2889,750.2078,3,,SA and VNS.csv
SA,50,2,f100,ttd300_n50_L2_f100,343.0,-28205.7099,750.0942,3,,SA and VNS.csv
VNS,50,2,f100,ttd300_n50_L2_f100,343.0,-39626.3331,750.1595,3,,SA and VNS.csv
SA,50,3,f100,ttd300_n50_L3_f100,379.0,-39828.7936,750.1827,3,,SA and VNS.csv
VNS,50,3,f100,ttd300_n50_L3_f100,379.0,-52504.7086,751.5788,3,,SA and VNS.csv
SA,50,4,f100,ttd300_n50_L4_f100,375.0,-33604.4049,750.109,3,,SA and VNS.csv
VNS,50,4,f100,ttd300_n50_L4_f100,375.0,-52638.8908,750.1669,3,,SA and VNS.csv
SA,50,5,f100,ttd300_n50_L5_f100,372.0,-34205.494,750.0727,3,,SA and VNS.csv
VNS,50,5,f100,ttd300_n50_L5_f100,372.0,-46287.1131,750.2496,3,,SA and VNS.csv
SA,50,1,f025,ttd300_n50_L1_f025,94.0,-45434.5933,750.0593,4,,SA and VNS.csv
VNS,50,1,f025,ttd300_n50_L1_f025,94.0,-44588.3268,750.0001,4,,SA and VNS.csv
SA,50,2,f025,ttd300_n50_L2_f025,86.0,-41404.1021,750.1129,4,,SA and VNS.csv
VNS,50,2,f025,ttd300_n50_L2_f025,86.0,-39273.4897,750.0001,4,,SA and VNS.csv
SA,50,3,f025,ttd300_n50_L3_f025,95.0,-55674.6935,750.0565,4,,SA and VNS.csv
VNS,50,3,f025,ttd300_n50_L3_f025,95.0,-57286.6431,750.0001,4,,SA and VNS.csv
SA,50,4,f025,ttd300_n50_L4_f025,94.0,-56501.8062,750.0919,4,,SA and VNS.csv
VNS,50,4,f025,ttd300_n50_L4_f025,94.0,-55272.2548,750.0001,4,,SA and VNS.csv
SA,50,5,f025,ttd300_n50_L5_f025,93.0,-47996.2105,750.0544,4,,SA and VNS.csv
VNS,50,5,f025,ttd300_n50_L5_f025,93.0,-47485.891,750.0208,4,,SA and VNS.csv
SA,50,1,f050,ttd300_n50_L1_f050,187.0,-29815.7493,750.0645,4,,SA and VNS.csv
VNS,50,1,f050,ttd300_n50_L1_f050,187.0,-39298.4207,750.1422,4,,SA and VNS.csv
SA,50,2,f050,ttd300_n50_L2_f050,172.0,-29445.8038,750.0891,4,,SA and VNS.csv
VNS,50,2,f050,ttd300_n50_L2_f050,172.0,-32006.9036,750.0361,4,,SA and VNS.csv
SA,50,3,f050,ttd300_n50_L3_f050,190.0,-40383.2507,750.0924,4,,SA and VNS.csv
VNS,50,3,f050,ttd300_n50_L3_f050,190.0,-42578.0467,750.0001,4,,SA and VNS.csv
SA,50,4,f050,ttd300_n50_L4_f050,188.0,-31966.9613,750.0932,4,,SA and VNS.csv
VNS,50,4,f050,ttd300_n50_L4_f050,188.0,-37450.3987,750.0001,4,,SA and VNS.csv
SA,50,5,f050,ttd300_n50_L5_f050,186.0,-32806.3545,750.095,4,,SA and VNS.csv
VNS,50,5,f050,ttd300_n50_L5_f050,186.0,-34821.0142,750.0001,4,,SA and VNS.csv
SA,50,1,f075,ttd300_n50_L1_f075,280.0,-26803.0537,750.1115,4,,SA and VNS.csv
VNS,50,1,f075,ttd300_n50_L1_f075,280.0,-40482.5135,750.0,4,,SA and VNS.csv
SA,50,2,f075,ttd300_n50_L2_f075,257.0,-27231.978,750.0654,4,,SA and VNS.csv
VNS,50,2,f075,ttd300_n50_L2_f075,257.0,-31926.8624,750.0569,4,,SA and VNS.csv
SA,50,3,f075,ttd300_n50_L3_f075,284.0,-38240.5217,750.0622,4,,SA and VNS.csv
VNS,50,3,f075,ttd300_n50_L3_f075,284.0,-45450.0127,750.0425,4,,SA and VNS.csv
SA,50,4,f075,ttd300_n50_L4_f075,281.0,-32411.7427,750.0584,4,,SA and VNS.csv
VNS,50,4,f075,ttd300_n50_L4_f075,281.0,-57648.1859,750.0493,4,,SA and VNS.csv
SA,50,5,f075,ttd300_n50_L5_f075,279.0,-33337.7374,750.1199,4,,SA and VNS.csv
VNS,50,5,f075,ttd300_n50_L5_f075,279.0,-43533.6628,750.0783,4,,SA and VNS.csv
SA,50,1,f100,ttd300_n50_L1_f100,374.0,-28129.6126,750.0675,4,,SA and VNS.csv
VNS,50,1,f100,ttd300_n50_L1_f100,374.0,-42275.4575,750.0829,4,,SA and VNS.csv
SA,50,2,f100,ttd300_n50_L2_f100,343.0,-26813.9267,750.105,4,,SA and VNS.csv
VNS,50,2,f100,ttd300_n50_L2_f100,343.0,-38627.5309,750.0001,4,,SA and VNS.csv
SA,50,3,f100,ttd300_n50_L3_f100,379.0,-39776.2595,750.1154,4,,SA and VNS.csv
VNS,50,3,f100,ttd300_n50_L3_f100,379.0,-51692.9644,751.0294,4,,SA and VNS.csv
SA,50,4,f100,ttd300_n50_L4_f100,375.0,-33107.9466,750.068,4,,SA and VNS.csv
VNS,50,4,f100,ttd300_n50_L4_f100,375.0,-55487.7531,750.3278,4,,SA and VNS.csv
SA,50,5,f100,ttd300_n50_L5_f100,372.0,-35338.9279,750.0766,4,,SA and VNS.csv
VNS,50,5,f100,ttd300_n50_L5_f100,372.0,-43660.6332,750.089,4,,SA and VNS.csv
SA,75,1,f025,ttd300_n75_L1_f025,94.0,-42879.8254,975.3572,1,,SA and VNS.csv
VNS,75,1,f025,ttd300_n75_L1_f025,94.0,-55957.7139,976.1108,1,,SA and VNS.csv
SA,75,2,f025,ttd300_n75_L2_f025,97.0,-34161.5953,975.1458,1,,SA and VNS.csv
VNS,75,2,f025,ttd300_n75_L2_f025,97.0,-39069.2476,975.0001,1,,SA and VNS.csv
SA,75,3,f025,ttd300_n75_L3_f025,91.0,-43110.2817,975.5385,1,,SA and VNS.csv
VNS,75,3,f025,ttd300_n75_L3_f025,91.0,-43854.016,975.0001,1,,SA and VNS.csv
SA,75,4,f025,ttd300_n75_L4_f025,88.0,-36126.9215,975.3403,1,,SA and VNS.csv
VNS,75,4,f025,ttd300_n75_L4_f025,88.0,-45541.4233,975.0001,1,,SA and VNS.csv
SA,75,5,f025,ttd300_n75_L5_f025,100.0,-42197.7292,975.2499,1,,SA and VNS.csv
VNS,75,5,f025,ttd300_n75_L5_f025,100.0,-49227.5098,975.0001,1,,SA and VNS.csv
SA,75,1,f050,ttd300_n75_L1_f050,187.0,-33963.2147,975.3859,1,,SA and VNS.csv
VNS,75,1,f050,ttd300_n75_L1_f050,187.0,-41064.7803,975.0001,1,,SA and VNS.csv
SA,75,2,f050,ttd300_n75_L2_f050,194.0,-25569.1377,975.1581,1,,SA and VNS.csv
VNS,75,2,f050,ttd300_n75_L2_f050,194.0,-28801.577,975.0001,1,,SA and VNS.csv
SA,75,3,f050,ttd300_n75_L3_f050,182.0,-30891.3001,975.3631,1,,SA and VNS.csv
VNS,75,3,f050,ttd300_n75_L3_f050,182.0,-37412.5155,975.7445,1,,SA and VNS.csv
SA,75,4,f050,ttd300_n75_L4_f050,177.0,-29777.085,975.3403,1,,SA and VNS.csv
VNS,75,4,f050,ttd300_n75_L4_f050,177.0,-51560.6761,975.0001,1,,SA and VNS.csv
SA,75,5,f050,ttd300_n75_L5_f050,199.0,-30501.9542,975.3984,1,,SA and VNS.csv
VNS,75,5,f050,ttd300_n75_L5_f050,199.0,-51928.7232,975.8182,1,,SA and VNS.csv
SA,75,1,f075,ttd300_n75_L1_f075,280.0,-34560.7144,975.3809,1,,SA and VNS.csv
VNS,75,1,f075,ttd300_n75_L1_f075,280.0,-41486.4154,975.1518,1,,SA and VNS.csv
SA,75,2,f075,ttd300_n75_L2_f075,290.0,-28006.7891,975.3705,1,,SA and VNS.csv
VNS,75,2,f075,ttd300_n75_L2_f075,290.0,-34668.693,975.0001,1,,SA and VNS.csv
SA,75,3,f075,ttd300_n75_L3_f075,272.0,-32319.4832,975.2696,1,,SA and VNS.csv
SA,75,4,f075,ttd300_n75_L4_f075,266.0,-36063.1517,975.3014,1,,SA and VNS.csv
VNS,75,3,f075,ttd300_n75_L3_f075,272.0,-51417.6089,979.2196,1,,SA and VNS.csv
VNS,75,4,f075,ttd300_n75_L4_f075,266.0,-32149.4608,975.0001,1,,SA and VNS.csv
SA,75,5,f075,ttd300_n75_L5_f075,298.0,-31603.0556,975.3852,1,,SA and VNS.csv
SA,75,1,f100,ttd300_n75_L1_f100,374.0,-31553.7415,975.6435,1,,SA and VNS.csv
VNS,75,5,f075,ttd300_n75_L5_f075,298.0,-42251.5916,978.1493,1,,SA and VNS.csv
VNS,75,1,f100,ttd300_n75_L1_f100,374.0,-41789.2576,975.2878,1,,SA and VNS.csv
SA,75,2,f100,ttd300_n75_L2_f100,387.0,-28183.2255,975.3873,1,,SA and VNS.csv
VNS,75,2,f100,ttd300_n75_L2_f100,387.0,-39989.0449,975.2103,1,,SA and VNS.csv
SA,75,3,f100,ttd300_n75_L3_f100,363.0,-35289.758,975.2948,1,,SA and VNS.csv
VNS,75,3,f100,ttd300_n75_L3_f100,363.0,-47035.927,978.6841,1,,SA and VNS.csv
SA,75,4,f100,ttd300_n75_L4_f100,354.0,-32434.9981,975.3583,1,,SA and VNS.csv
VNS,75,4,f100,ttd300_n75_L4_f100,354.0,-40831.0366,975.0001,1,,SA and VNS.csv
SA,75,5,f100,ttd300_n75_L5_f100,398.0,-36326.1227,975.6691,1,,SA and VNS.csv
VNS,75,5,f100,ttd300_n75_L5_f100,398.0,-51480.1568,975.2318,1,,SA and VNS.csv
SA,75,1,f025,ttd300_n75_L1_f025,94.0,-39246.5354,975.3226,2,,SA and VNS.csv
VNS,75,1,f025,ttd300_n75_L1_f025,94.0,-44512.2898,975.0001,2,,SA and VNS.csv
SA,75,2,f025,ttd300_n75_L2_f025,97.0,-31770.023,975.2592,2,,SA and VNS.csv
VNS,75,2,f025,ttd300_n75_L2_f025,97.0,-46144.3852,975.0001,2,,SA and VNS.csv
SA,75,3,f025,ttd300_n75_L3_f025,91.0,-41108.7256,975.375,2,,SA and VNS.csv
VNS,75,3,f025,ttd300_n75_L3_f025,91.0,-45469.8469,975.0001,2,,SA and VNS.csv
SA,75,4,f025,ttd300_n75_L4_f025,88.0,-36752.0797,975.5997,2,,SA and VNS.csv
VNS,75,4,f025,ttd300_n75_L4_f025,88.0,-43646.792,975.0001,2,,SA and VNS.csv
SA,75,5,f025,ttd300_n75_L5_f025,100.0,-39578.3846,975.216,2,,SA and VNS.csv
VNS,75,5,f025,ttd300_n75_L5_f025,100.0,-54414.6341,975.0001,2,,SA and VNS.csv
SA,75,1,f050,ttd300_n75_L1_f050,187.0,-33211.9506,975.4473,2,,SA and VNS.csv
VNS,75,1,f050,ttd300_n75_L1_f050,187.0,-50092.8854,975.3841,2,,SA and VNS.csv
SA,75,2,f050,ttd300_n75_L2_f050,194.0,-26975.9607,975.2572,2,,SA and VNS.csv
VNS,75,2,f050,ttd300_n75_L2_f050,194.0,-39383.7837,975.0001,2,,SA and VNS.csv
SA,75,3,f050,ttd300_n75_L3_f050,182.0,-33407.6238,975.3639,2,,SA and VNS.csv
VNS,75,3,f050,ttd300_n75_L3_f050,182.0,-44787.256,977.2499,2,,SA and VNS.csv
SA,75,4,f050,ttd300_n75_L4_f050,177.0,-33168.7354,975.2637,2,,SA and VNS.csv
VNS,75,4,f050,ttd300_n75_L4_f050,177.0,-49069.0885,977.3197,2,,SA and VNS.csv
SA,75,5,f050,ttd300_n75_L5_f050,199.0,-29569.9239,975.4379,2,,SA and VNS.csv
VNS,75,5,f050,ttd300_n75_L5_f050,199.0,-45492.9514,976.7123,2,,SA and VNS.csv
SA,75,1,f075,ttd300_n75_L1_f075,280.0,-33973.7341,975.2808,2,,SA and VNS.csv
VNS,75,1,f075,ttd300_n75_L1_f075,280.0,-51747.4385,975.9293,2,,SA and VNS.csv
SA,75,2,f075,ttd300_n75_L2_f075,290.0,-25232.1143,975.4016,2,,SA and VNS.csv
VNS,75,2,f075,ttd300_n75_L2_f075,290.0,-41293.7157,975.5629,2,,SA and VNS.csv
SA,75,3,f075,ttd300_n75_L3_f075,272.0,-33352.8307,975.2786,2,,SA and VNS.csv
SA,75,4,f075,ttd300_n75_L4_f075,266.0,-36304.006,975.1743,2,,SA and VNS.csv
VNS,75,3,f075,ttd300_n75_L3_f075,272.0,-37804.2435,976.7992,2,,SA and VNS.csv
VNS,75,4,f075,ttd300_n75_L4_f075,266.0,-47399.3503,975.6278,2,,SA and VNS.csv
SA,75,5,f075,ttd300_n75_L5_f075,298.0,-35251.5552,975.1626,2,,SA and VNS.csv
VNS,75,5,f075,ttd300_n75_L5_f075,298.0,-47635.3241,975.0001,2,,SA and VNS.csv
SA,75,1,f100,ttd300_n75_L1_f100,374.0,-33504.0911,975.4805,2,,SA and VNS.csv
VNS,75,1,f100,ttd300_n75_L1_f100,374.0,-52764.6239,975.0242,2,,SA and VNS.csv
SA,75,2,f100,ttd300_n75_L2_f100,387.0,-30788.0975,975.2731,2,,SA and VNS.csv
VNS,75,2,f100,ttd300_n75_L2_f100,387.0,-42468.6516,976.2257,2,,SA and VNS.csv
SA,75,3,f100,ttd300_n75_L3_f100,363.0,-32514.7062,975.979,2,,SA and VNS.csv
VNS,75,3,f100,ttd300_n75_L3_f100,363.0,-51586.2638,976.0775,2,,SA and VNS.csv
SA,75,4,f100,ttd300_n75_L4_f100,354.0,-33154.9402,975.3915,2,,SA and VNS.csv
VNS,75,4,f100,ttd300_n75_L4_f100,354.0,-52647.5872,975.0001,2,,SA and VNS.csv
SA,75,5,f100,ttd300_n75_L5_f100,398.0,-30800.5461,975.5036,2,,SA and VNS.csv
VNS,75,5,f100,ttd300_n75_L5_f100,398.0,-49757.0948,975.1969,2,,SA and VNS.csv
SA,75,1,f025,ttd300_n75_L1_f025,94.0,-44739.4338,975.4145,3,,SA and VNS.csv
VNS,75,1,f025,ttd300_n75_L1_f025,94.0,-55905.8913,975.0857,3,,SA and VNS.csv
SA,75,2,f025,ttd300_n75_L2_f025,97.0,-34009.5237,975.1479,3,,SA and VNS.csv
VNS,75,2,f025,ttd300_n75_L2_f025,97.0,-39122.9422,975.0001,3,,SA and VNS.csv
SA,75,3,f025,ttd300_n75_L3_f025,91.0,-41290.8299,975.4171,3,,SA and VNS.csv
VNS,75,3,f025,ttd300_n75_L3_f025,91.0,-48946.8724,975.0001,3,,SA and VNS.csv
SA,75,4,f025,ttd300_n75_L4_f025,88.0,-37256.2964,975.2452,3,,SA and VNS.csv
VNS,75,4,f025,ttd300_n75_L4_f025,88.0,-40674.9617,975.0001,3,,SA and VNS.csv
SA,75,5,f025,ttd300_n75_L5_f025,100.0,-41824.7412,975.6817,3,,SA and VNS.csv
VNS,75,5,f025,ttd300_n75_L5_f025,100.0,-47467.8339,975.0001,3,,SA and VNS.csv
SA,75,1,f050,ttd300_n75_L1_f050,187.0,-34743.8438,975.4056,3,,SA and VNS.csv
VNS,75,1,f050,ttd300_n75_L1_f050,187.0,-43526.899,975.0001,3,,SA and VNS.csv
SA,75,2,f050,ttd300_n75_L2_f050,194.0,-28770.6652,975.451,3,,SA and VNS.csv
VNS,75,2,f050,ttd300_n75_L2_f050,194.0,-36488.3736,975.2765,3,,SA and VNS.csv
SA,75,3,f050,ttd300_n75_L3_f050,182.0,-32747.7179,975.1554,3,,SA and VNS.csv
VNS,75,3,f050,ttd300_n75_L3_f050,182.0,-45135.2931,976.2455,3,,SA and VNS.csv
SA,75,4,f050,ttd300_n75_L4_f050,177.0,-34188.8426,975.259,3,,SA and VNS.csv
VNS,75,4,f050,ttd300_n75_L4_f050,177.0,-48790.4775,975.3819,3,,SA and VNS.csv
SA,75,5,f050,ttd300_n75_L5_f050,199.0,-32852.2146,975.3097,3,,SA and VNS.csv
VNS,75,5,f050,ttd300_n75_L5_f050,199.0,-53895.8052,975.8576,3,,SA and VNS.csv
SA,75,1,f075,ttd300_n75_L1_f075,280.0,-34379.5976,975.3806,3,,SA and VNS.csv
VNS,75,1,f075,ttd300_n75_L1_f075,280.0,-50556.0863,975.8533,3,,SA and VNS.csv
SA,75,2,f075,ttd300_n75_L2_f075,290.0,-27647.1893,975.3771,3,,SA and VNS.csv
VNS,75,2,f075,ttd300_n75_L2_f075,290.0,-40676.1547,978.0607,3,,SA and VNS.csv
SA,75,3,f075,ttd300_n75_L3_f075,272.0,-33328.2791,975.1769,3,,SA and VNS.csv
VNS,75,3,f075,ttd300_n75_L3_f075,272.0,-42262.3609,975.0127,3,,SA and VNS.csv
SA,75,4,f075,ttd300_n75_L4_f075,266.0,-34395.9652,975.3883,3,,SA and VNS.csv
VNS,75,4,f075,ttd300_n75_L4_f075,266.0,-52284.9001,975.0001,3,,SA and VNS.csv
SA,75,5,f075,ttd300_n75_L5_f075,298.0,-31299.6635,975.3242,3,,SA and VNS.csv
VNS,75,5,f075,ttd300_n75_L5_f075,298.0,-50764.7961,975.3304,3,,SA and VNS.csv
SA,75,1,f100,ttd300_n75_L1_f100,374.0,-35710.1372,975.3977,3,,SA and VNS.csv
VNS,75,1,f100,ttd300_n75_L1_f100,374.0,-52764.6239,975.4134,3,,SA and VNS.csv
SA,75,2,f100,ttd300_n75_L2_f100,387.0,-28703.3181,975.3527,3,,SA and VNS.csv
VNS,75,2,f100,ttd300_n75_L2_f100,387.0,-42614.4977,975.6404,3,,SA and VNS.csv
SA,75,3,f100,ttd300_n75_L3_f100,363.0,-34234.8906,975.3701,3,,SA and VNS.csv
VNS,75,3,f100,ttd300_n75_L3_f100,363.0,-48170.1689,975.1984,3,,SA and VNS.csv
SA,75,4,f100,ttd300_n75_L4_f100,354.0,-36145.482,975.4893,3,,SA and VNS.csv
VNS,75,4,f100,ttd300_n75_L4_f100,354.0,-47699.3823,975.7483,3,,SA and VNS.csv
SA,75,5,f100,ttd300_n75_L5_f100,398.0,-33033.4533,975.3701,3,,SA and VNS.csv
VNS,75,5,f100,ttd300_n75_L5_f100,398.0,-51703.3388,976.967,3,,SA and VNS.csv
SA,75,1,f025,ttd300_n75_L1_f025,94.0,-41944.5855,975.3886,4,,SA and VNS.csv
VNS,75,1,f025,ttd300_n75_L1_f025,94.0,-56747.4613,975.0605,4,,SA and VNS.csv
SA,75,2,f025,ttd300_n75_L2_f025,97.0,-32217.9555,975.4218,4,,SA and VNS.csv
VNS,75,2,f025,ttd300_n75_L2_f025,97.0,-42215.4152,975.0001,4,,SA and VNS.csv
SA,75,3,f025,ttd300_n75_L3_f025,91.0,-43029.3984,975.4853,4,,SA and VNS.csv
VNS,75,3,f025,ttd300_n75_L3_f025,91.0,-48178.5549,975.0001,4,,SA and VNS.csv
SA,75,4,f025,ttd300_n75_L4_f025,88.0,-34064.2042,975.5672,4,,SA and VNS.csv
VNS,75,4,f025,ttd300_n75_L4_f025,88.0,-36365.7105,975.0001,4,,SA and VNS.csv
SA,75,5,f025,ttd300_n75_L5_f025,100.0,-37768.5927,975.3077,4,,SA and VNS.csv
VNS,75,5,f025,ttd300_n75_L5_f025,100.0,-45345.0822,975.0001,4,,SA and VNS.csv
SA,75,1,f050,ttd300_n75_L1_f050,187.0,-32776.1646,975.5709,4,,SA and VNS.csv
VNS,75,1,f050,ttd300_n75_L1_f050,187.0,-47480.8096,975.0001,4,,SA and VNS.csv
SA,75,2,f050,ttd300_n75_L2_f050,194.0,-26139.5212,975.5766,4,,SA and VNS.csv
VNS,75,2,f050,ttd300_n75_L2_f050,194.0,-30600.4841,975.0001,4,,SA and VNS.csv
SA,75,3,f050,ttd300_n75_L3_f050,182.0,-32862.1148,975.2673,4,,SA and VNS.csv
VNS,75,3,f050,ttd300_n75_L3_f050,182.0,-42219.1739,975.0001,4,,SA and VNS.csv
SA,75,4,f050,ttd300_n75_L4_f050,177.0,-33878.3257,975.2319,4,,SA and VNS.csv
VNS,75,4,f050,ttd300_n75_L4_f050,177.0,-39639.0028,975.0001,4,,SA and VNS.csv
SA,75,5,f050,ttd300_n75_L5_f050,199.0,-33034.1281,975.262,4,,SA and VNS.csv
VNS,75,5,f050,ttd300_n75_L5_f050,199.0,-50669.4701,975.0001,4,,SA and VNS.csv
SA,75,1,f075,ttd300_n75_L1_f075,280.0,-34249.9104,975.3858,4,,SA and VNS.csv
VNS,75,1,f075,ttd300_n75_L1_f075,280.0,-49224.0973,975.5755,4,,SA and VNS.csv
SA,75,2,f075,ttd300_n75_L2_f075,290.0,-26854.6378,975.2667,4,,SA and VNS.csv
VNS,75,2,f075,ttd300_n75_L2_f075,290.0,-48578.1941,975.1495,4,,SA and VNS.csv
SA,75,3,f075,ttd300_n75_L3_f075,272.0,-32400.6629,975.4245,4,,SA and VNS.csv
SA,75,4,f075,ttd300_n75_L4_f075,266.0,-31469.8161,975.4503,4,,SA and VNS.csv
VNS,75,3,f075,ttd300_n75_L3_f075,272.0,-41226.3519,980.2963,4,,SA and VNS.csv
VNS,75,4,f075,ttd300_n75_L4_f075,266.0,-45334.8934,977.8068,4,,SA and VNS.csv
SA,75,5,f075,ttd300_n75_L5_f075,298.0,-35404.5988,975.1679,4,,SA and VNS.csv
VNS,75,5,f075,ttd300_n75_L5_f075,298.0,-53550.8675,975.0001,4,,SA and VNS.csv
SA,75,1,f100,ttd300_n75_L1_f100,374.0,-33607.9846,975.2623,4,,SA and VNS.csv
VNS,75,1,f100,ttd300_n75_L1_f100,374.0,-54161.0803,975.4499,4,,SA and VNS.csv
SA,75,2,f100,ttd300_n75_L2_f100,387.0,-25999.8115,975.593,4,,SA and VNS.csv
VNS,75,2,f100,ttd300_n75_L2_f100,387.0,-45613.1372,976.0731,4,,SA and VNS.csv
SA,75,3,f100,ttd300_n75_L3_f100,363.0,-32892.3175,975.3994,4,,SA and VNS.csv
VNS,75,3,f100,ttd300_n75_L3_f100,363.0,-48429.9893,975.2245,4,,SA and VNS.csv
SA,75,4,f100,ttd300_n75_L4_f100,354.0,-34209.9631,975.3012,4,,SA and VNS.csv
VNS,75,4,f100,ttd300_n75_L4_f100,354.0,-48166.3638,975.3692,4,,SA and VNS.csv
SA,75,5,f100,ttd300_n75_L5_f100,398.0,-36155.0424,975.4647,4,,SA and VNS.csv
VNS,75,5,f100,ttd300_n75_L5_f100,398.0,-52434.0352,975.0001,4,,SA and VNS.csv
SA,100,1,f025,ttd300_n100_L1_f025,98.0,-44719.495,1200.5527,1,,SA and VNS.csv
VNS,100,1,f025,ttd300_n100_L1_f025,98.0,-60653.457,1200.4457,1,,SA and VNS.csv
SA,100,2,f025,ttd300_n100_L2_f025,98.0,-29810.8238,1200.8787,1,,SA and VNS.csv
VNS,100,2,f025,ttd300_n100_L2_f025,98.0,-50069.8664,1200.0001,1,,SA and VNS.csv
SA,100,3,f025,ttd300_n100_L3_f025,94.0,-38249.1315,1200.4196,1,,SA and VNS.csv
VNS,100,3,f025,ttd300_n100_L3_f025,94.0,-54889.2759,1200.0001,1,,SA and VNS.csv
